latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,distance,max_temp,avg_temp,min_temp
-23.3875,-53.8596,321.7,1.6,1.2,2022-02-14,1403,Terra,MODIS,0,6.03,303.1,15.9,D,0,29.31615093783564,34,27,22
-23.0877,-53.7335,321.9,2.5,1.5,2022-02-14,1655,Aqua,MODIS,40,6.03,300.7,32.1,D,0,8.57893863186088,34,27,22
-23.0672,-53.7026,320.2,2.1,1.4,2022-02-21,1409,Terra,MODIS,41,6.03,300.5,29.5,D,0,10.575399361690774,35,28,22
-23.1339,-53.474,324.5,1.9,1.3,2022-02-21,1701,Aqua,MODIS,39,6.03,295.9,26.6,D,0,24.422054229228237,35,28,22
-23.2278,-53.8736,305.9,1.1,1.0,2022-02-24,206,Terra,MODIS,66,6.03,291.9,5.6,N,0,18.167544395278888,35,29,23
-23.2075,-53.7217,329.9,1.1,1.0,2022-02-24,1731,Aqua,MODIS,0,6.03,307.3,11.2,D,0,5.178402865513983,35,29,23
-23.3353,-53.7654,356.1,1.0,1.0,2022-02-24,1731,Aqua,MODIS,0,6.03,306.3,60.9,D,0,20.058392178755206,35,29,23
-23.231,-53.8747,331.8,1.0,1.0,2022-02-24,1731,Aqua,MODIS,68,6.03,300.1,19.3,D,0,18.41570550879559,35,29,23
-22.8175,-53.5942,326.9,1.0,1.0,2022-02-26,1719,Aqua,MODIS,19,6.03,306.6,14.1,D,0,40.1260618342404,36,29,23
-22.8154,-53.6133,331.0,2.5,1.5,2022-03-08,1755,Aqua,MODIS,42,6.03,307.2,48.3,D,0,39.81404610026444,33,28,22
-23.2308,-53.8017,320.3,1.1,1.0,2022-04-21,1349,Terra,MODIS,74,6.03,298.5,14.6,D,0,12.02703881701799,29,23,18
-23.0803,-53.2441,313.9,1.0,1.0,2022-04-30,1343,Terra,MODIS,66,6.03,297.2,7.3,D,0,48.59326467466663,28,23,20
-23.0716,-53.2468,313.4,1.0,1.0,2022-04-30,1343,Terra,MODIS,57,6.03,296.7,6.2,D,0,48.514730627787536,28,23,20
-23.0698,-53.5768,308.3,2.8,1.6,2022-05-25,1800,Aqua,MODIS,42,6.03,296.7,19.2,D,0,17.12256575865237,27,20,16
-23.4943,-53.4882,317.5,1.2,1.1,2022-07-02,1716,Aqua,MODIS,69,6.03,303.2,11.3,D,0,43.38614355676952,28,21,16
-23.103,-53.5667,310.1,1.2,1.1,2022-07-14,1738,Aqua,MODIS,24,6.03,298.7,5.6,D,0,16.138742360030744,28,22,18
-23.0951,-53.58,310.7,1.2,1.1,2022-07-14,1738,Aqua,MODIS,48,6.03,298.8,6.5,D,0,15.313732412961636,28,22,18
-23.234,-53.7958,334.6,1.2,1.1,2022-07-25,1717,Aqua,MODIS,85,6.03,305.8,35.4,D,0,11.806355633469703,30,23,18
-23.2355,-53.8073,319.5,1.2,1.1,2022-07-25,1717,Aqua,MODIS,67,6.03,305.3,12.6,D,0,12.801032277862264,30,23,18
-23.2243,-53.7973,317.1,1.2,1.1,2022-07-25,1717,Aqua,MODIS,60,6.03,305.0,10.1,D,0,11.223752961877555,30,23,18
-23.1374,-53.6164,316.1,1.6,1.2,2022-07-28,1747,Aqua,MODIS,44,6.03,300.9,13.3,D,0,10.041582005406386,30,23,17
-23.1099,-53.5798,316.1,1.0,1.0,2022-08-15,1731,Aqua,MODIS,49,6.03,304.5,6.4,D,0,14.603509303461934,32,25,20
-23.0837,-53.5194,319.4,1.0,1.0,2022-08-15,1731,Aqua,MODIS,63,6.03,305.9,8.1,D,0,21.431409968406662,32,25,20
-23.5829,-53.7899,302.0,1.0,1.0,2022-08-20,1339,Terra,MODIS,50,6.03,291.1,3.2,D,0,47.49150661846648,20,12,7
-23.0787,-53.5251,316.4,1.1,1.0,2022-08-22,1735,Aqua,MODIS,63,6.03,300.9,7.9,D,0,21.13809535794003,24,18,14
-23.4262,-53.3926,319.4,1.1,1.1,2022-08-27,1345,Terra,MODIS,65,6.03,301.9,12.1,D,0,43.815950227717316,30,23,18
-23.4248,-53.4036,317.1,1.1,1.1,2022-08-27,1345,Terra,MODIS,58,6.03,301.9,9.7,D,0,42.88292681138174,30,23,18
-23.3784,-53.5612,338.6,3.1,1.7,2022-11-05,1408,Terra,MODIS,89,6.03,300.4,171.7,D,0,28.510448447762553,24,19,13
-23.3792,-53.5558,345.8,3.1,1.7,2022-11-05,1408,Terra,MODIS,93,6.03,301.1,235.4,D,0,28.884380261172243,24,19,13
-23.3809,-53.5313,320.2,3.1,1.7,2022-11-05,1408,Terra,MODIS,71,6.03,301.6,52.5,D,0,30.48005064594977,24,19,13
-23.147,-54.1525,327.4,1.0,1.0,2022-11-28,1334,Terra,MODIS,55,6.03,306.8,12.0,D,0,45.179055821093556,30,24,20
-23.1555,-54.1617,317.6,3.8,1.8,2022-11-29,1415,Terra,MODIS,44,6.03,295.7,48.7,D,0,46.09305004280381,29,24,19
-23.1484,-54.1565,320.6,3.8,1.8,2022-11-29,1415,Terra,MODIS,71,6.03,295.7,69.1,D,0,45.58206280482745,29,24,19
-23.2058,-53.8022,302.2,1.7,1.3,2022-11-30,223,Terra,MODIS,48,6.03,290.1,9.9,N,0,10.526705361024773,30,24,18
-23.1349,-54.1432,319.7,1.5,1.2,2022-12-08,1353,Terra,MODIS,41,6.03,301.3,14.6,D,0,44.30204296152869,34,28,23
-22.7397,-53.8032,318.1,1.6,1.2,2022-12-08,1353,Terra,MODIS,27,6.03,298.6,15.4,D,0,47.89922459454272,34,28,23
-22.7618,-53.8063,318.2,1.6,1.2,2022-12-08,1353,Terra,MODIS,40,6.03,298.8,16.2,D,0,45.55953739438138,34,28,23
-22.7971,-53.8876,316.3,1.6,1.2,2022-12-08,1353,Terra,MODIS,57,6.03,298.3,12.5,D,0,44.42455788465765,34,28,23
-23.1327,-54.1363,321.5,1.5,1.2,2022-12-08,1353,Terra,MODIS,27,6.03,301.8,16.5,D,0,43.616177039652506,34,28,23
-23.0337,-53.9853,317.6,1.1,1.0,2022-12-08,1726,Aqua,MODIS,43,6.03,301.6,7.3,D,0,31.483706875941472,33,28,23
-23.2249,-53.8064,324.1,1.1,1.0,2022-12-16,155,Terra,MODIS,100,6.03,293.5,24.3,N,0,12.0080429401208,30,25,19
